group	pTM_A	pTM_DNA	pTM_MG	pTM_C	pTM_rep	ipTM_A	ipTM_DNA	ipTM_MG	ipTM_C	ipTM_rep	ipTM_A_DNA	ipTM_A_MG	ipTM_DNA_MG	ipTM_A_C	ipTM_C_MG	ipTM_A_rep	ipTM_C_DNA	ipTM_C_rep	ipTM_DNA_rep	ipTM_MG_rep	ipSAE_A_DNA	ipSAE_d0chn_A_DNA	ipSAE_d0dom_A_DNA	ipTM_af_ipSAE_15_A_DNA	ipTM_d0chn_ipSAE_15_A_DNA	pDockQ_ipSAE_15_A_DNA	pDockQ2_ipSAE_15_A_DNA	LIS_ipSAE_15_A_DNA	ipSAE_A_C	ipSAE_d0chn_A_C	ipSAE_d0dom_A_C	ipTM_af_ipSAE_15_A_C	ipTM_d0chn_ipSAE_15_A_C	pDockQ_ipSAE_15_A_C	pDockQ2_ipSAE_15_A_C	LIS_ipSAE_15_A_C	ipSAE_A_rep	ipSAE_d0chn_A_rep	ipSAE_d0dom_A_rep	ipTM_af_ipSAE_15_A_rep	ipTM_d0chn_ipSAE_15_A_rep	pDockQ_ipSAE_15_A_rep	pDockQ2_ipSAE_15_A_rep	LIS_ipSAE_15_A_rep	ipSAE_C_DNA	ipSAE_d0chn_C_DNA	ipSAE_d0dom_C_DNA	ipTM_af_ipSAE_15_C_DNA	ipTM_d0chn_ipSAE_15_C_DNA	pDockQ_ipSAE_15_C_DNA	pDockQ2_ipSAE_15_C_DNA	LIS_ipSAE_15_C_DNA	ipSAE_C_rep	ipSAE_d0chn_C_rep	ipSAE_d0dom_C_rep	ipTM_af_ipSAE_15_C_rep	ipTM_d0chn_ipSAE_15_C_rep	pDockQ_ipSAE_15_C_rep	pDockQ2_ipSAE_15_C_rep	LIS_ipSAE_15_C_rep	ipSAE_DNA_rep	ipSAE_d0chn_DNA_rep	ipSAE_d0dom_DNA_rep	ipTM_af_ipSAE_15_DNA_rep	ipTM_d0chn_ipSAE_15_DNA_rep	pDockQ_ipSAE_15_DNA_rep	pDockQ2_ipSAE_15_DNA_rep	LIS_ipSAE_15_DNA_rep
gpa_ssDNA_30nt_2rep_seed8_model_1	0.54	0.11	NA	NA	0.765	0.3	0.12	0.19	NA	0.17	0.15	0.55	0	NA	NA	0.3	NA	NA	0.21	0.1	0	0	0	0.55	0.0963	0.0226	0.0086	0	NA	NA	NA	NA	NA	NA	NA	NA	0.005882	0.429077	0.01733	0.3	0.194599	0.1116	0.01	0.0333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.12415	0.0898	0.0109	0
gpa_ssDNA_30nt_2rep_seed8_model_2	0.56	0.12	NA	NA	0.775	0.32	0.17	0.21	NA	0.18	0.25	0.56	0.02	NA	NA	0.33	NA	NA	0.29	0.15	0.017698	0.233433	0.017698	0.56	0.134383	0.0352	0.0099	0	NA	NA	NA	NA	NA	NA	NA	NA	0.235319	0.712545	0.29404	0.33	0.281166	0.2507	0.0146	0.2688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019186	0.290342	0.019186	0.15	0.151222	0.1024	0.0124	0
gpa_ssDNA_30nt_2rep_seed8_model_3	0.53	0.09	NA	NA	0.79	0.23	0.13	0.17	NA	0.14500000000000002	0.13	0.48	0	NA	NA	0.16	NA	NA	0.27	0.1	0	0	0	0.48	0.088971	0.0214	0.0083	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.16	0.135903	0.1796	0.0089	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.145013	0.068	0.0114	0
gpa_ssDNA_30nt_2rep_seed8_model_4	0.54	0.13	NA	NA	0.765	0.32	0.14	0.2	NA	0.14	0.3	0.59	0.02	NA	NA	0.23	NA	NA	0.12	0.1	0.023121	0.285732	0.023121	0.59	0.155162	0.0347	0.0093	0	NA	NA	NA	NA	NA	NA	NA	NA	0.005346	0.404155	0.005346	0.23	0.169791	0.0997	0.0104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.096877	0	0	0
gpa_ssDNA_30nt_2rep_seed9_model_0	0.44	0.13	NA	NA	0.77	0.35	0.2	0.24	NA	0.175	0.28	0.66	0.06	NA	NA	0.3	NA	NA	0.36	0.11	0.112627	0.379976	0.174026	0.66	0.18593	0.0427	0.0353	0.108	NA	NA	NA	NA	NA	NA	NA	NA	0.202798	0.668544	0.252364	0.3	0.257104	0.1581	0.0208	0.2318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.04381	0.371514	0.283515	0.11	0.203342	0.1548	0.0173	0.0641
gpa_ssDNA_30nt_2rep_seed9_model_1	0.44	0.12	NA	NA	0.775	0.35	0.17	0.23	NA	0.165	0.29	0.65	0.06	NA	NA	0.3	NA	NA	0.22	0.11	0.087919	0.376089	0.175851	0.65	0.193661	0.0447	0.0124	0.1126	NA	NA	NA	NA	NA	NA	NA	NA	0.181625	0.656126	0.232784	0.3	0.252089	0.2586	0.0132	0.2127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.11	0.128965	0.0748	0.0109	0
gpa_ssDNA_30nt_2rep_seed9_model_2	0.46	0.13	NA	NA	0.765	0.36	0.2	0.25	NA	0.16999999999999998	0.31	0.68	0.08	NA	NA	0.31	NA	NA	0.28	0.11	0.148372	0.399599	0.192825	0.68	0.206535	0.0382	0.0137	0.134	NA	NA	NA	NA	NA	NA	NA	NA	0.202951	0.677241	0.253145	0.31	0.264259	0.1013	0.0242	0.2435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017698	0.2737	0.017698	0.11	0.148766	0.089	0.0116	0
gpa_ssDNA_30nt_2rep_seed9_model_3	0.45	0.12	NA	NA	0.74	0.37	0.21	0.24	NA	0.195	0.27	0.68	0.05	NA	NA	0.3	NA	NA	0.28	0.11	0.053214	0.349175	0.155046	0.68	0.173586	0.0302	0.0192	0.0851	NA	NA	NA	NA	NA	NA	NA	NA	0.203758	0.673583	0.265769	0.3	0.256352	0.2042	0.0215	0.2548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.023726	0.336693	0.089081	0.11	0.170302	0.1208	0.0131	0
gpa_ssDNA_30nt_2rep_seed9_model_4	0.45	0.12	NA	NA	0.775	0.37	0.2	0.24	NA	0.175	0.3	0.68	0.06	NA	NA	0.3	NA	NA	0.28	0.1	0.089557	0.392615	0.188695	0.68	0.206765	0.034	0.0132	0.1313	NA	NA	NA	NA	NA	NA	NA	NA	0.154455	0.651824	0.223798	0.3	0.244926	0.1277	0.0187	0.176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.021702	0.316647	0.052466	0.1	0.153324	0.104	0.0136	0
gpa_ssDNA_30nt_gpc_seed10_model_0	0.84	0.15	NA	0.54	NA	0.55	0.23	0.33	0.17	NA	0.5	0.84	0.07	0.31	0.1	NA	0.1	NA	NA	NA	0.110422	0.325895	0.295498	0.84	0.303701	0.214	0.023	0.064	0.004669	0.256025	0.004669	0.31	0.15729	0.0951	0.0116	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.030545	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed10_model_1	0.85	0.13	NA	0.53	NA	0.55	0.21	0.35	0.2	NA	0.45	0.85	0.07	0.35	0.12	NA	0.13	NA	NA	NA	0.042233	0.323204	0.292232	0.85	0.27428399999999997	0.15310000000000001	0.0189	0.0562	0.0053	0.281006	0.08881	0.35	0.181092	0.0966	0.0147	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.12	0.035197	0.0188	0.0082	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed10_model_2	0.84	0.14	NA	0.53	NA	0.55	0.23	0.36	0.18	NA	0.47	0.85	0.12	0.34	0.11	NA	0.1	NA	NA	NA	0.067427	0.339123	0.303799	0.85	0.269074	0.1554	0.0176	0.0752	0.005079	0.272413	0.039382	0.34	0.172414	0.1097	0.0151	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.11	0.031049	0.0183	0.0081	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed10_model_3	0.84	0.12	NA	0.53	NA	0.54	0.17	0.35	0.2	NA	0.37	0.87	0.04	0.37	0.14	NA	0.1	NA	NA	NA	0.023627	0.2901	0.208076	0.87	0.211744	0.1202	0.0133	0	0.00512	0.273562	0.110622	0.37	0.189452	0.1132	0.0156	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.14	0.030377	0.0183	0.0079	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed10_model_4	0.84	0.12	NA	0.54	NA	0.51	0.17	0.32	0.17	NA	0.38	0.83	0.04	0.32	0.1	NA	0.08	NA	NA	NA	0.021418	0.269818	0.157736	0.83	0.203287	0.1503	0.0135	0	0.004897	0.264806	0.011474	0.32	0.163632	0.1079	0.0133	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.02755	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed1_model_0	0.86	0.14	NA	0.53	NA	0.5	0.18	0.31	0.09	NA	0.44	0.83	0.07	0.21	0.02	NA	0.04	NA	NA	NA	0.100171	0.332032	0.288499	0.83	0.233502	0.2254	0.0175	0.0671	0	0	0	0.21	0.11577	0.1867	0.0098	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.02	0.020616	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed1_model_1	0.85	0.13	NA	0.53	NA	0.48	0.17	0.29	0.09	NA	0.42	0.8	0.04	0.21	0.03	NA	0.05	NA	NA	NA	0.056268	0.318804	0.279512	0.8	0.245728	0.1665	0.0173	0.0305	0	0	0	0.21	0.115543	0.08	0.0106	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.03	0.021817	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed1_model_2	0.85	0.13	NA	0.55	NA	0.49	0.15	0.33	0.19	NA	0.34	0.81	0.03	0.32	0.17	NA	0.07	NA	NA	NA	0.020545	0.261666	0.125308	0.81	0.182461	0.1707	0.0124	0	0.004781	0.260349	0.027032	0.32	0.16254	0.2281	0.0145	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.17	0.026417	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed1_model_3	0.85	0.14	NA	0.53	NA	0.5	0.16	0.32	0.12	NA	0.38	0.84	0.07	0.28	0.04	NA	0.04	NA	NA	NA	0.021084	0.266595	0.160407	0.84	0.20367	0.128	0.0133	0.0042	0	0	0	0.28	0.143799	0.2264	0.0115	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.04	0.021932	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed1_model_4	0.86	0.13	NA	0.53	NA	0.49	0.17	0.31	0.1	NA	0.4	0.84	0.07	0.24	0.03	NA	0.04	NA	NA	NA	0.021438	0.269939	0.180345	0.84	0.209181	0.1766	0.0141	0	0	0	0	0.24	0.127418	0.1618	0.0105	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.03	0.020301	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed2_model_0	0.83	0.14	NA	0.57	NA	0.54	0.18	0.35	0.24	NA	0.42	0.78	0.04	0.4	0.24	NA	0.09	NA	NA	NA	0.042713	0.366421	0.318554	0.78	0.263281	0.1568	0.026	0.0805	0.137482	0.302819	0.162851	0.4	0.219538	0.254	0.0207	0.0227	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.24	0.028626	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed2_model_1	0.83	0.13	NA	0.55	NA	0.49	0.22	0.29	0.08	NA	0.52	0.75	0.11	0.19	0.02	NA	0.04	NA	NA	NA	0.247085	0.40858	0.37622	0.75	0.353455	0.1162	0.0283	0.1281	0	0	0	0.19	0.110864	0.0721	0.0102	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.02	0.020718	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed2_model_2	0.84	0.13	NA	0.54	NA	0.52	0.23	0.35	0.14	NA	0.47	0.84	0.14	0.26	0.07	NA	0.08	NA	NA	NA	0.151974	0.348942	0.314677	0.84	0.290636	0.1574	0.0206	0.08	0	0	0	0.26	0.136371	0.0897	0.0122	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.07	0.027232	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed2_model_3	0.83	0.13	NA	0.54	NA	0.5	0.17	0.31	0.14	NA	0.39	0.84	0.04	0.27	0.07	NA	0.07	NA	NA	NA	0.034074	0.367186	0.313354	0.84	0.239244	0.0791	0.0228	0.0655	0.004545	0.250877	0.004545	0.27	0.143189	0.0764	0.013	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.07	0.026112	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed2_model_4	0.83	0.13	NA	0.55	NA	0.45	0.13	0.31	0.09	NA	0.31	0.84	0.04	0.19	0.04	NA	0.05	NA	NA	NA	0.021709	0.272681	0.136065	0.84	0.166444	0.1064	0.0131	0	0	0	0	0.19	0.108953	0.0554	0.0097	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.04	0.02218	0.019	0.0083	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed3_model_0	0.82	0.14	NA	0.54	NA	0.57	0.24	0.36	0.26	NA	0.46	0.81	0.11	0.45	0.16	NA	0.16	NA	NA	NA	0.044984	0.318947	0.277114	0.81	0.264668	0.1457	0.0157	0.0423	0.184863	0.32189	0.227438	0.45	0.26066	0.1416	0.0258	0.0511	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.16	0.040704	0.0189	0.0083	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed3_model_1	0.82	0.13	NA	0.54	NA	0.51	0.15	0.33	0.2	NA	0.33	0.83	0.04	0.38	0.13	NA	0.09	NA	NA	NA	0.025851	0.307108	0.231578	0.83	0.188077	0.094	0.0159	0.0287	0.008856	0.288998	0.153157	0.38	0.196325	0.1226	0.0187	0.0125	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.13	0.028883	0.0184	0.0081	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed3_model_2	0.82	0.13	NA	0.54	NA	0.53	0.17	0.34	0.21	NA	0.39	0.84	0.04	0.38	0.15	NA	0.1	NA	NA	NA	0.023711	0.290615	0.222987	0.84	0.219756	0.1577	0.0154	0.0312	0.005095	0.272602	0.103274	0.38	0.194151	0.1332	0.0144	0.0042	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.15	0.030412	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed3_model_3	0.82	0.12	NA	0.54	NA	0.51	0.19	0.34	0.16	NA	0.38	0.83	0.11	0.32	0.09	NA	0.08	NA	NA	NA	0.021708	0.272582	0.200908	0.83	0.214671	0.1334	0.0138	0	0.005005	0.269524	0.024762	0.32	0.169019	0.1157	0.0144	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.09	0.027732	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed3_model_4	0.82	0.12	NA	0.53	NA	0.5	0.16	0.33	0.17	NA	0.35	0.83	0.06	0.32	0.1	NA	0.08	NA	NA	NA	0.021504	0.270585	0.14817	0.83	0.196249	0.1109	0.0123	0	0.004971	0.268005	0.004971	0.32	0.161855	0.1108	0.0135	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.1	0.027288	0.0183	0.008	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed4_model_0	0.82	0.13	NA	0.54	NA	0.58	0.22	0.38	0.27	NA	0.43	0.84	0.09	0.47	0.2	NA	0.14	NA	NA	NA	0.024111	0.294066	0.242037	0.84	0.24126	0.158	0.0158	0.0422	0.226702	0.324525	0.253871	0.47	0.27388	0.149	0.025	0.0529	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.2	0.039847	0.0183	0.0082	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed4_model_1	0.85	0.12	NA	0.54	NA	0.55	0.17	0.35	0.24	NA	0.36	0.84	0.03	0.45	0.18	NA	0.11	NA	NA	NA	0.022245	0.277069	0.18352	0.84	0.208225	0.1218	0.0133	0.0083	0.141377	0.330338	0.240247	0.45	0.245562	0.1625	0.0275	0.0486	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.18	0.032496	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed4_model_2	0.83	0.13	NA	0.54	NA	0.53	0.15	0.34	0.22	NA	0.32	0.85	0.03	0.41	0.15	NA	0.1	NA	NA	NA	0.02396	0.292639	0.193284	0.85	0.175649	0.1189	0.0146	0.0101	0.090816	0.324613	0.233769	0.41	0.230682	0.1398	0.0247	0.0472	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.15	0.029699	0.0183	0.0078	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed4_model_3	0.83	0.12	NA	0.54	NA	0.52	0.18	0.33	0.17	NA	0.39	0.83	0.07	0.33	0.09	NA	0.08	NA	NA	NA	0.023999	0.292811	0.232878	0.83	0.223908	0.1134	0.0149	0.0056	0.005117	0.273878	0.089312	0.33	0.175397	0.1095	0.016	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.09	0.028319	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed4_model_4	0.82	0.12	NA	0.55	NA	0.49	0.15	0.3	0.13	NA	0.35	0.83	0.02	0.28	0.05	NA	0.06	NA	NA	NA	0.022054	0.275645	0.163215	0.83	0.199666	0.1319	0.0135	0	0	0	0	0.28	0.146317	0.0718	0.011	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.05	0.024899	0.0183	0.0082	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed5_model_0	0.85	0.13	NA	0.56	NA	0.6	0.23	0.37	0.29	NA	0.46	0.84	0.08	0.5	0.2	NA	0.16	NA	NA	NA	0.028165	0.324767	0.289887	0.84	0.27538	0.1878	0.0193	0.0515	0.271783	0.357561	0.291585	0.5	0.307455	0.1612	0.0249	0.0644	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.2	0.043857	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed5_model_1	0.83	0.15	NA	0.53	NA	0.55	0.26	0.36	0.19	NA	0.5	0.82	0.14	0.34	0.11	NA	0.12	NA	NA	NA	0.245109	0.392034	0.35896	0.82	0.322737	0.1205	0.0308	0.1192	0.0053	0.281006	0.081043	0.34	0.175096	0.0946	0.0129	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.11	0.034263	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed5_model_2	0.84	0.13	NA	0.54	NA	0.55	0.24	0.35	0.17	NA	0.48	0.84	0.13	0.33	0.09	NA	0.1	NA	NA	NA	0.073356	0.311518	0.281606	0.84	0.285367	0.17	0.0198	0.0509	0.005109	0.273508	0.049533	0.33	0.169068	0.0942	0.0119	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.09	0.030417	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed5_model_3	0.84	0.12	NA	0.53	NA	0.52	0.17	0.33	0.16	NA	0.38	0.85	0.05	0.32	0.09	NA	0.08	NA	NA	NA	0.022495	0.279858	0.187327	0.85	0.21544	0.1793	0.0145	0	0.004672	0.256107	0.013798	0.32	0.166103	0.0792	0.0144	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.09	0.028523	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed5_model_4	0.84	0.12	NA	0.55	NA	0.5	0.16	0.32	0.17	NA	0.36	0.82	0.03	0.32	0.09	NA	0.1	NA	NA	NA	0.02576	0.306388	0.247497	0.82	0.214709	0.0959	0.016	0.0126	0.004915	0.265755	0.016197	0.32	0.166941	0.0966	0.014	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.09	0.031241	0.0189	0.0086	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed6_model_0	0.84	0.14	NA	0.53	NA	0.57	0.24	0.39	0.24	NA	0.46	0.86	0.13	0.4	0.18	NA	0.13	NA	NA	NA	0.081163	0.297529	0.259565	0.86	0.253276	0.196	0.0186	0.038	0.067206	0.293553	0.14688	0.4	0.212462	0.1366	0.0215	0.0244	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.18	0.035748	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed6_model_1	0.84	0.13	NA	0.55	NA	0.56	0.24	0.38	0.2	NA	0.47	0.85	0.14	0.35	0.14	NA	0.11	NA	NA	NA	0.07584	0.303961	0.268603	0.85	0.26664	0.1892	0.0197	0.0459	0.005076	0.272336	0.121752	0.35	0.185467	0.1271	0.0138	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.14	0.032293	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed6_model_2	0.84	0.12	NA	0.54	NA	0.54	0.22	0.38	0.21	NA	0.42	0.85	0.15	0.36	0.15	NA	0.11	NA	NA	NA	0.073796	0.297716	0.247659	0.85	0.230315	0.1912	0.0161	0.0562	0.005174	0.275379	0.106504	0.36	0.182499	0.0978	0.0143	0.0083	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.15	0.030904	0.0183	0.0084	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed6_model_3	0.84	0.13	NA	0.54	NA	0.52	0.21	0.36	0.16	NA	0.4	0.84	0.14	0.3	0.09	NA	0.08	NA	NA	NA	0.024685	0.299244	0.250209	0.84	0.222918	0.159	0.016	0.0425	0.004799	0.261315	0.004799	0.3	0.155148	0.0976	0.0122	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.09	0.026936	0.0188	0.008	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed6_model_4	0.83	0.12	NA	0.53	NA	0.49	0.16	0.32	0.12	NA	0.38	0.85	0.06	0.26	0.04	NA	0.05	NA	NA	NA	0.022413	0.279018	0.172469	0.85	0.204583	0.1813	0.0133	0	0	0	0	0.26	0.140252	0.0807	0.0113	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.04	0.023698	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed7_model_0	0.84	0.14	NA	0.58	NA	0.57	0.22	0.36	0.23	NA	0.46	0.84	0.07	0.4	0.16	NA	0.13	NA	NA	NA	0.125067	0.346913	0.308935	0.84	0.285199	0.111	0.0182	0.0682	0.048457	0.289379	0.138925	0.4	0.21037	0.1242	0.016	0.0206	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.16	0.035141	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed7_model_1	0.84	0.13	NA	0.53	NA	0.54	0.23	0.34	0.14	NA	0.48	0.84	0.12	0.28	0.06	NA	0.08	NA	NA	NA	0.169938	0.358197	0.326875	0.84	0.312494	0.1964	0.0271	0.1043	0	0	0	0.28	0.150055	0.0874	0.0132	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.06	0.027591	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed7_model_2	0.84	0.12	NA	0.54	NA	0.52	0.18	0.34	0.18	NA	0.37	0.84	0.08	0.35	0.12	NA	0.09	NA	NA	NA	0.0224	0.278559	0.18135	0.84	0.206744	0.14	0.0131	0	0.008866	0.271778	0.120357	0.35	0.184546	0.122	0.0187	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.12	0.028685	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gpa_ssDNA_30nt_gpc_seed7_model_3	0.83	0.12	NA	0.54	NA	0.5	0.16	0.33	0.17	NA	0.35	0.83	0.05	0.33	0.11	NA	0.08	NA	NA	NA	0.021832	0.273505	0.167164	0.83	0.200126	0.1178	0.0134	0	0.005045	0.270808	0.034202	0.33	0.167072	0.1007	0.017	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0.11	0.02701	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
